id_num,"from_date","to_date","name","ev_desc","isBigEvent","isAllDay"
304,"2012-06-03 10:00:00","2012-06-03 11:00:00","Men of Grace","<p>Leading us in worship on this Sunday will be the Men of Grace, a musical and witnessing&nbsp;ministry of Grace Gospel Fellowship in Pontiac. This musical ministry is made up of men who&nbsp;have completed one year of rehabilitation program at the Grace Centers of Hope and testify to&nbsp;the power of God to change lives. Their musical style is gospel-blues jazz with emphasis on&nbsp;vocal harmony. Musical selections will include spiritual, traditional and contemporary&nbsp;expressions. Invite family and friends and join us for this special time of worship and praise.</p>","Y","N"
305,"2012-06-03 10:00:00","2012-06-03 11:00:00","Last Day of Sunday Alive","","","N"
306,"2012-06-10 10:00:00","2012-06-10 11:00:00","2nd Sunday after Pentecost","","","N"
307,"2012-06-10 10:00:00","2012-06-10 11:00:00","Worship Service - Graduate Recognition","<p>During the worship service we will recognize our high school and college graduates<br />congratulating them on their accomplishment, and asking God&rsquo;s blessings on them as they plan&nbsp;future endeavors. A list of graduates that we have received is included in this newsletter. If you&nbsp;are not listed or know of someone, please contact the church office. Also, we request that&nbsp;graduates contact the church office to let us know if you will be present for worship this day.</p>","Y","N"
308,"2012-06-10 11:00:00","2012-06-10 12:00:00","Semi-Annual Meeting","<p>All confirmed members of the congregation are requested to remain at the church for the&nbsp;congregational meeting following the worship service this day. We will be electing or reelecting&nbsp;three members to our congregational council. Those who have an interest in serving on&nbsp;council should contact pastor or council president, Gerry Cleasby. The election will be the main&nbsp;item on the agenda. A mission and financial update will also be presented.</p>","Y","N"
309,"2012-06-17 10:00:00","2012-06-17 11:00:00","3rd Sunday after Pentecost","","","N"
310,"2012-06-17 10:00:00","2012-06-17 11:00:00","Worship Service - New Member Recognition","","","N"
311,"2012-06-17 10:00:00","2012-06-17 11:00:00","Yard Sale Intake Begins","","","N"
312,"2012-06-24 10:00:00","2012-06-24 11:00:00","John the Baptist Sunday","","","N"
313,"2012-06-24 10:00:00","2012-06-24 11:00:00","Worship","","","N"
314,"2012-06-11 18:30:00","2012-06-11 19:30:00","Church Council","","","N"
315,"2012-06-12 19:00:00","2012-06-12 20:00:00","Confirmation Camp Meeting","","","N"
316,"2012-06-26 19:00:00","2012-06-26 20:00:00","Confirmation Camp","","","N"
317,"2012-06-06 07:45:00","2012-06-06 09:00:00","Golf","","","N"
318,"2012-06-06 19:00:00","2012-06-06 20:00:00","New Member Gathering","<p>NEW MEMBERS GATHERINGS -<br />Anyone interested in finding out more about&nbsp;Christ Lutheran Church or wishing to join<br />are invited to join the meetings on&nbsp;Wednesdays, June 6 and 13th at 7:00 pm.<br />New members will be received on Sunday&nbsp;June 17th with the Welcome Supper to be<br />held Tuesday June 19 at 6:30 pm. Please&nbsp;contact Pastor Negele or call the church&nbsp;office for more information.</p>","Y","N"
319,"2012-06-06 20:00:00","2012-06-06 21:00:00","AA Meeting","","","N"
320,"2012-06-13 07:45:00","2012-06-13 09:00:00","Golf","","","N"
321,"2012-06-13 19:00:00","2012-06-13 20:00:00","New Member Gathering","<p>NEW MEMBERS GATHERINGS -<br />Anyone interested in finding out more about&nbsp;Christ Lutheran Church or wishing to join<br />are invited to join the meetings on&nbsp;Wednesdays, June 6 and 13th at 7:00 pm.<br />New members will be received on Sunday&nbsp;June 17th with the Welcome Supper to be<br />held Tuesday June 19 at 6:30 pm. Please&nbsp;contact Pastor Negele or call the church&nbsp;office for more information.</p>","Y","N"
322,"2012-06-13 20:00:00","2012-06-13 21:00:00","AA Meeting","","","N"
323,"2012-06-20 07:45:00","2012-06-20 09:00:00","Gof","","","N"
324,"2012-06-20 12:00:00","2012-06-20 13:00:00","Ladies Picnic","<p>ALL WOMEN ARE INVITED&nbsp;TO WELCA -<br />Wednesday, June 20th&nbsp;12:00 noon&nbsp;to the Salad Summer Picnic&nbsp;at Klopfer&rsquo;s.&nbsp;This Picnic is for all women of&nbsp;the church - members &amp; friends</p>","Y","N"
325,"2012-06-20 20:00:00","2012-06-20 21:00:00","AA Meeting","","","N"
326,"2012-06-27 07:45:00","2012-06-27 09:00:00","Golf","","","N"
327,"2012-06-27 19:00:00","2012-06-27 20:00:00","Confirmation Camp","","","N"
328,"2012-06-27 20:00:00","2012-06-27 21:00:00","AA Meeting","","","N"
329,"2012-06-21 19:00:00","2012-06-21 20:00:00","Yard Sale Meeting","","","N"
330,"2012-06-15 18:00:00","2012-06-15 19:00:00","Burger Bar - Youth Fundraiser","<p>BURGER BAR -&nbsp;Youth Fund Raiser!<br />The youth are trying to get the BURGER&nbsp;BAR organized to help fund their events.&nbsp;The BURGER BAR is Friday, June 15th&nbsp;before the Free Movie Night!&nbsp;Come for a night out -Dinner &amp; a Movie&nbsp;and help support our Youth!</p>","Y","N"
331,"2012-06-15 19:00:00","2012-06-15 20:00:00","FREE Movie","<p>FREE MOVIE NIGHT -&nbsp;Friday,&nbsp;June 15 at 7:00 pm</p>
<p>The Outreach and&nbsp;Communications Ministry aresponsoring free Movie Nights - all are welcome.&nbsp;Watch for the information to come!. Any ideas&nbsp;for a movie??? Suggestions are welcome!&nbsp;Invite friends, family and neighbors for a night&nbsp;out at the movies - plus some popcorn, fellowship and some fun viewing.</p>","Y","N"
332,"2012-06-02 10:00:00","2012-06-02 11:00:00","Peace Garden Planting","","","N"
333,"2012-06-02 20:00:00","2012-06-02 21:00:00","AA Meeting","","","N"
334,"2012-06-09 20:00:00","2012-06-09 21:00:00","AA Meeting","","","N"
335,"2012-06-16 20:00:00","2012-06-16 21:00:00","AA Meeting","","","N"
336,"2012-06-23 20:00:00","2012-06-23 21:00:00","AA Meeting","","","N"
337,"2012-06-30 20:00:00","2012-06-30 21:00:00","AA Meeting","","","N"
338,"2012-07-01 10:00:00","2012-07-01 11:00:00","5th Sunday after Pentecost","","","N"
339,"2012-07-01 10:00:00","2012-07-01 11:00:00","Communion Service","","","N"
340,"2012-07-08 10:00:00","2012-07-08 11:00:00","6th Sunday after Pentecost","","","N"
341,"2012-07-08 10:00:00","2012-07-08 11:00:00","Communion Service","","","N"
342,"2012-07-08 10:00:00","2012-07-08 11:00:00","Noisy Offering","","","N"
343,"2012-07-15 10:00:00","2012-07-15 11:00:00","7th Sunday after Pentecost","","","N"
344,"2012-07-15 10:00:00","2012-07-15 11:00:00","Communion Service","","","N"
345,"2012-07-22 10:00:00","2012-07-22 11:00:00","8th Sunday after Pentecost","","","N"
346,"2012-07-22 10:00:00","2012-07-22 11:00:00","Communion Service","","","N"
347,"2012-07-29 10:00:00","2012-07-29 11:00:00","9th Sunday after Pentecost","","","N"
348,"2012-07-29 10:00:00","2012-07-29 11:00:00","Worship Service","","","N"
349,"2012-07-02 19:00:00","2012-07-02 20:00:00","Boy Scouts","","","N"
350,"2012-07-16 19:00:00","2012-07-16 20:00:00","Boy Scouts","","","N"
351,"2012-07-23 19:00:00","2012-07-23 20:00:00","Boy Scouts","","","N"
352,"2012-07-04 07:50:00","2012-07-04 08:50:00","Golf","","","N"
353,"2012-07-04 20:00:00","2012-07-04 21:00:00","AA Meeting","","","N"
354,"2012-07-11 07:50:00","2012-07-11 08:50:00","Golf","","","N"
355,"2012-07-11 20:00:00","2012-07-11 21:00:00","AA Meeting","","","N"
356,"2012-07-18 07:50:00","2012-07-18 08:50:00","Golf","","","N"
357,"2012-07-18 20:00:00","2012-07-18 21:00:00","AA Meeting","","","N"
358,"2012-07-25 07:50:00","2012-07-25 08:50:00","Golf","","","N"
359,"2012-07-25 20:00:00","2012-07-25 21:00:00","AA Meeting","","","N"
360,"2012-07-05 18:30:00","2012-07-05 19:30:00","TOPS","","","N"
361,"2012-07-07 20:00:00","2012-07-07 21:00:00","AA Meeting","","","N"
362,"2012-07-12 18:30:00","2012-07-12 19:30:00","TOPS","","","N"
363,"2012-07-14 20:00:00","2012-07-14 21:00:00","AA Meeting","","","N"
364,"2012-07-19 19:00:00","2012-07-19 20:00:00","Yard Sale Meeting","","","N"
365,"2012-07-19 18:30:00","2012-07-19 19:30:00","TOPS","","","N"
366,"2012-07-20 19:00:00","2012-07-20 20:00:00","Free Movie Night","","","N"
367,"2012-07-21 20:00:00","2012-07-21 21:00:00","AA Meeting","","","N"
368,"2012-07-26 18:30:00","2012-07-26 19:30:00","TOPS","","","N"
369,"2012-07-28 20:00:00","2012-07-28 21:00:00","AA Meeting","","","N"
370,"2012-08-05 10:00:00","2012-08-05 11:00:00","10th Sunday After Pentecost","","","N"
371,"2012-08-05 10:00:00","2012-08-05 11:00:00","Communion Service","","","N"
372,"2012-08-06 19:00:00","2012-08-06 20:00:00","Boy Scouts","","","N"
373,"2012-08-12 10:00:00","2012-08-12 11:00:00","11th Sunday After Pentecost","","","N"
374,"2012-08-12 10:00:00","2012-08-12 11:00:00","Baptism Worship Service","","","N"
375,"2012-08-12 17:00:00","2012-08-12 18:00:00","VBS Supper","","Y","N"
376,"2012-08-13 19:00:00","2012-08-13 20:00:00","Boy Scouts","","","N"
377,"2012-08-19 10:00:00","2012-08-19 11:00:00","12th Sunday After Pentecost","","","N"
378,"2012-08-19 10:00:00","2012-08-19 11:00:00","Worship Service","","","N"
379,"2012-08-20 19:00:00","2012-08-20 20:00:00","CROP Walk Orientation Meeting","","Y","N"
380,"2012-08-20 19:00:00","2012-08-20 20:00:00","Boy Scouts","","","N"
381,"2012-08-26 10:00:00","2012-08-26 11:00:00","13th Sunday After Pentecost","","","N"
382,"2012-08-26 10:00:00","2012-08-26 11:00:00","Worship Service","","","N"
383,"2012-08-27 19:00:00","2012-08-27 20:00:00","Boy Scouts","","","N"
384,"2012-08-14 18:30:00","2012-08-14 20:30:00","Vacation Bible School","","Y","N"
385,"2012-08-01 07:50:00","2012-08-01 08:50:00","Golf","","","N"
386,"2012-08-08 07:50:00","2012-08-08 08:50:00","Golf","","","N"
387,"2012-08-15 07:50:00","2012-08-15 08:50:00","Golf","","","N"
388,"2012-08-15 20:00:00","2012-08-15 21:00:00","AA Meeting","","","N"
389,"2012-08-15 18:30:00","2012-08-15 20:30:00","Vacation Bible School","","Y","N"
390,"2012-08-22 07:50:00","2012-08-22 08:50:00","Golf","","","N"
391,"2012-08-22 20:00:00","2012-08-22 21:00:00","AA Meeting","","","N"
392,"2012-08-29 07:50:00","2012-08-29 08:50:00","Golf","","","N"
393,"2012-08-29 20:00:00","2012-08-29 21:00:00","AA Meeting","","","N"
394,"2012-08-02 08:00:00","2012-08-02 19:00:00","Yard Sale","","Y","N"
395,"2012-08-09 18:30:00","2012-08-09 19:30:00","TOPS","","","N"
396,"2012-08-16 18:30:00","2012-08-16 20:30:00","Vacation Bible School","","Y","N"
397,"2012-08-16 18:30:00","2012-08-16 19:30:00","TOPS","","","N"
398,"2012-08-23 18:30:00","2012-08-23 19:30:00","TOPS","","","N"
399,"2012-08-23 19:00:00","2012-08-23 20:00:00","Yard Sale Evaluation","","","N"
400,"2012-08-30 18:30:00","2012-08-30 19:30:00","TOPS","","","N"
401,"2012-08-03 08:00:00","2012-08-03 19:00:00","Yard Sale","","Y","N"
402,"2012-08-04 08:00:00","2012-08-04 11:00:00","Yard Sale","","Y","N"
403,"2012-08-04 20:00:00","2012-08-04 21:00:00","AA Meeting","","","N"
404,"2012-08-11 10:00:00","2012-08-11 18:00:00","Outside Group","","","N"
405,"2012-08-11 20:00:00","2012-08-11 21:00:00","AA Meeting","","","N"
406,"2012-08-18 20:00:00","2012-08-18 21:00:00","AA Meeting","","","N"
407,"2012-08-25 20:00:00","2012-08-25 21:00:00","AA Meeting","","","N"
408,"2012-09-02 10:00:00","2012-09-02 11:00:00","14th Sunday of Pentecost","","","N"
409,"2012-09-02 10:00:00","2012-09-02 11:00:00","Communion Service","","","N"
410,"2012-09-02 10:10:00","2012-09-02 11:10:00","Sunday Alive","","","N"
411,"2012-09-09 10:00:00","2012-09-09 11:00:00","15th Sunday of Pentecost","","","N"
412,"2012-09-09 10:00:00","2012-09-09 11:00:00","Communion Service","","","N"
413,"2012-09-09 10:00:00","2012-09-09 11:00:00","Noisy Offering","","","N"
414,"2012-09-09 10:10:00","2012-09-09 11:10:00","Sunday Alive","","","N"
415,"2012-09-09 10:00:00","2012-09-09 11:00:00","Rally Day","<p>The fall season gets underway with many of our activities resuming this month. We invite&nbsp;everyone to rally at the church this second Sunday of September for worship and a church&nbsp;picnic to follow. This year the picnic will be held on church grounds with food, games and fun&nbsp;planned for everyone, including a bounce house for kids. See inside this newsletter for more&nbsp;details. Join us for this time of fun and fellowship and getting the fall season kicked off to a&nbsp;great start. Feel free to wear picnic type clothes to church on this day!</p>","Y","N"
416,"2012-09-16 10:00:00","2012-09-16 11:00:00","16th Sunday of Pentecost","","","N"
417,"2012-09-16 10:00:00","2012-09-16 11:00:00","Communion Worship","","","N"
418,"2012-09-16 10:10:00","2012-09-16 11:10:00","Sunday Alive","","","N"
419,"2012-09-23 10:00:00","2012-09-23 11:00:00","17th Sunday of Pentecost","","","N"
420,"2012-09-23 18:30:00","2012-09-23 19:30:00","Discussion Group","","","N"
421,"2012-09-30 10:00:00","2012-09-30 11:00:00","18th Sunday after Pentecost","","","N"
422,"2012-09-30 10:00:00","2012-09-30 11:00:00","Communion Service","","","N"
423,"2012-09-30 18:00:00","2012-09-30 19:00:00","Bowling","","Y","N"
424,"2012-09-10 18:30:00","2012-09-10 19:30:00","Church Council","","","N"
425,"2012-09-17 19:00:00","2012-09-17 20:00:00","Boy Scouts","","","N"
426,"2012-09-11 09:00:00","2012-09-11 10:00:00","Work Day","","","N"
427,"2012-09-25 09:00:00","2012-09-25 10:00:00","Work Day","","","N"
428,"2012-09-05 07:45:00","2012-09-05 08:45:00","Golf","","","N"
429,"2012-09-05 19:30:00","2012-09-05 20:30:00","Rock Club","","","N"
430,"2012-09-05 20:00:00","2012-09-05 21:00:00","AA Meeting","","","N"
431,"2012-09-12 07:45:00","2012-09-12 08:45:00","Golf","","","N"
432,"2012-09-12 19:00:00","2012-09-12 20:00:00","Confirmation Meeting - Parents & Youth","","Y","N"
433,"2012-09-12 20:00:00","2012-09-12 21:00:00","AA Meeting","","","N"
434,"2012-09-19 07:45:00","2012-09-19 08:45:00","Golf","","","N"
435,"2012-09-19 20:00:00","2012-09-19 21:00:00","AA Meeting","","","N"
436,"2012-09-26 07:45:00","2012-09-26 08:45:00","Golf","","","N"
437,"2012-09-26 20:00:00","2012-09-26 21:00:00","AA Meeting","","","N"
438,"2012-09-06 10:00:00","2012-09-06 11:00:00","WELCA","","","N"
439,"2012-09-06 18:45:00","2012-09-06 19:45:00","Bells","","","N"
440,"2012-09-06 19:45:00","2012-09-06 20:45:00","Chancel Choir","","","N"
441,"2012-09-06 13:30:00","2012-09-06 14:30:00","Waterford Min","","","N"
442,"2012-09-06 18:30:00","2012-09-06 19:30:00","TOPS","","","N"
443,"2012-09-13 18:45:00","2012-09-13 19:45:00","Bells","","","N"
444,"2012-09-13 19:45:00","2012-09-13 20:45:00","Chancel Choir","","","N"
445,"2012-09-20 18:45:00","2012-09-20 19:45:00","Bells","","","N"
446,"2012-09-20 19:45:00","2012-09-20 20:45:00","Chancel Choir","","","N"
447,"2012-09-27 18:45:00","2012-09-27 19:45:00","Bells","","","N"
448,"2012-09-27 19:45:00","2012-09-27 20:45:00","Chancel Choir","","","N"
449,"2012-09-27 18:30:00","2012-09-27 19:30:00","TOPS","","","N"
450,"2012-09-21 19:00:00","2012-09-21 20:00:00","Free Movie Night","","Y","N"
451,"2012-09-01 20:00:00","2012-09-01 21:00:00","AA Meeting","","","N"
452,"2012-09-08 13:00:00","2012-09-08 14:00:00","SCSA","","","N"
453,"2012-09-08 20:00:00","2012-09-08 21:00:00","AA Meeting","","","N"
454,"2012-09-15 10:00:00","2012-09-15 18:00:00","Outside Group","","","N"
455,"2012-09-15 20:00:00","2012-09-15 21:00:00","AA Meeting","","","N"
456,"2012-09-22 13:00:00","2012-09-22 14:00:00","SCSA","","","N"
457,"2012-09-22 20:00:00","2012-09-22 21:00:00","AA Meeting","","","N"
458,"2012-09-29 20:00:00","2012-09-29 21:00:00","AA Meeting","","","N"
459,"2012-10-07 10:00:00","2012-10-07 11:00:00","18th Sunday of Pentecost","","","N"
460,"2012-10-07 10:00:00","2012-10-07 11:00:00","WELCA Sunday","","","N"
461,"2012-10-07 10:00:00","2012-10-07 11:00:00","Communion Service","","","N"
462,"2012-10-07 10:10:00","2012-10-07 11:10:00","Sunday Alive","","","N"
463,"2012-10-07 13:30:00","2012-10-07 14:00:00","CROP Walk Registration","","","N"
464,"2012-10-07 14:00:00","2012-10-07 16:00:00","CROP Walk","","Y","N"
465,"2012-10-07 09:00:00","2012-10-07 10:00:00","Adult Bible Study","","","N"
466,"2012-10-14 09:00:00","2012-10-14 10:00:00","Adult Bible Study","","","N"
467,"2012-10-21 09:00:00","2012-10-21 10:00:00","Adult Bible Study","","","N"
468,"2012-10-28 09:00:00","2012-10-28 10:00:00","Adult Bible Study","","","N"
469,"2012-10-14 10:00:00","2012-10-14 11:00:00","19th Sunday of Pentecost","","","N"
470,"2012-10-14 10:00:00","2012-10-14 11:00:00","Communion Service","","","N"
471,"2012-10-14 10:10:00","2012-10-14 11:10:00","Sunday Alive","","","N"
472,"2012-10-14 17:30:00","2012-10-14 19:30:00","Faith & Politics with Light Supper Provided","","Y","N"
473,"2012-10-21 10:00:00","2012-10-21 11:00:00","20th Sunday of Pentecost","","","N"
474,"2012-10-21 10:00:00","2012-10-21 11:00:00","Communion Service","","","N"
475,"2012-10-21 10:00:00","2012-10-21 11:00:00","Covenant Players","","","N"
476,"2012-10-21 10:10:00","2012-10-21 11:10:00","Sunday Alive","","","N"
477,"2012-10-28 10:00:00","2012-10-28 11:00:00","Reformation Sunday","","","N"
478,"2012-10-28 10:00:00","2012-10-28 11:00:00","Worship Service","","","N"
479,"2012-10-28 10:10:00","2012-10-28 11:10:00","Sunday Alive","","","N"
480,"2012-10-28 18:00:00","2012-10-28 21:00:00","Bowling","","","N"
481,"2012-10-08 18:30:00","2012-10-08 19:30:00","Council","","","N"
482,"2012-10-08 19:00:00","2012-10-08 20:00:00","Boy Scouts","","","N"
483,"2012-10-15 19:00:00","2012-10-15 20:00:00","Boy Scouts","","","N"
484,"2012-10-22 19:00:00","2012-10-22 20:00:00","Boy Scouts","","","N"
485,"2012-10-29 19:00:00","2012-10-29 20:00:00","Boy Scouts","","","N"
486,"2012-10-09 09:00:00","2012-10-09 10:00:00","Quilting Day","","Y","N"
487,"2012-10-16 18:30:00","2012-10-16 19:30:00","Synod Brrick Meeting","","","N"
488,"2012-10-23 09:00:00","2012-10-23 10:00:00","Quilting Day","","","N"
489,"2012-10-03 19:30:00","2012-10-03 20:30:00","Rock Club","","","N"
490,"2012-10-03 20:00:00","2012-10-03 21:00:00","AA Meeting","","","N"
491,"2012-10-17 20:00:00","2012-10-17 21:00:00","AA Meeting","","","N"
492,"2012-10-31 20:00:00","2012-10-31 21:00:00","AA Meeting","","","N"
493,"2012-10-31 20:00:00","2012-10-31 21:00:00","AA Meeting","","","N"
494,"2012-10-31 10:00:00","2012-10-31 11:00:00","CROP Walk Funds Deadline","","","N"
495,"2012-10-04 18:45:00","2012-10-04 19:45:00","Bells","","","N"
496,"2012-10-04 18:30:00","2012-10-04 19:30:00","TOPS","","","N"
497,"2012-10-04 19:30:00","2012-10-04 20:30:00","Chancel Choir","","","N"
498,"2012-10-11 10:30:00","2012-10-11 11:30:00","WELCA","","","N"
499,"2012-10-11 18:45:00","2012-10-11 19:45:00","Bells","","","N"
500,"2012-10-11 18:30:00","2012-10-11 19:30:00","TOPS","","","N"
501,"2012-10-11 19:30:00","2012-10-11 20:30:00","Chancel Choir","","","N"
502,"2012-10-18 18:45:00","2012-10-18 19:45:00","Bells","","","N"
503,"2012-10-18 18:30:00","2012-10-18 19:30:00","TOPS","","","N"
504,"2012-10-18 19:30:00","2012-10-18 20:30:00","Chancel Choir","","","N"
505,"2012-10-25 18:45:00","2012-10-25 19:45:00","Bells","","","N"
506,"2012-10-25 18:30:00","2012-10-25 19:30:00","TOPS","","","N"
507,"2012-10-25 19:30:00","2012-10-25 20:30:00","Chancel Choir","","","N"
508,"2012-10-05 18:30:00","2012-10-05 19:30:00","Wedding Rehearsal","","","N"
509,"2012-10-12 13:00:00","2012-10-12 18:45:00","Blood Drive","","Y","N"
510,"2012-10-19 19:00:00","2012-10-19 21:00:00","Free Movie Night","","Y","N"
511,"2012-10-26 19:00:00","2012-10-26 21:00:00","Adult Halloween Party","","Y","N"
512,"2012-10-06 15:00:00","2012-10-06 17:00:00","Member Wedding","","","N"
513,"2012-10-06 20:00:00","2012-10-06 21:00:00","AA Meeting","","","N"
514,"2012-10-13 10:30:00","2012-10-13 12:00:00","7th & 8th Confirmation","","Y","N"
515,"2012-10-13 13:00:00","2012-10-13 15:00:00","SCSA","","","N"
516,"2012-10-13 20:00:00","2012-10-13 21:00:00","AA Meeting","","","N"
517,"2012-10-20 20:00:00","2012-10-20 21:00:00","AA Meeting","","","N"
518,"2012-10-27 10:30:00","2012-10-27 12:00:00","7th & 8th Confirmation","","Y","N"
519,"2012-10-27 13:00:00","2012-10-27 15:00:00","SCSA","","","N"
520,"2012-10-27 15:30:00","2012-10-27 17:00:00","Member Party","","","N"
521,"2012-10-27 20:00:00","2012-10-27 21:00:00","AA Meeting","","","N"
522,"2012-11-04 10:00:00","2012-11-04 11:00:00","All Saints Sunday","","Y","N"
523,"2012-11-04 10:00:00","2012-11-04 11:00:00","Communion Service","","","N"
524,"2012-11-04 10:10:00","2012-11-04 11:10:00","Sunday Alive","","","N"
525,"2012-11-04 11:30:00","2012-11-04 12:30:00","Worship & Music","","","N"
526,"2012-11-04 10:00:00","2012-11-04 11:00:00","Daylight Savings","","","N"
527,"2012-11-11 10:00:00","2012-11-11 11:00:00","23rd Sunday of Pentecost","","","N"
528,"2012-11-11 10:00:00","2012-11-11 11:00:00","Communion Service - Noisy Offering","","","N"
529,"2012-11-11 10:10:00","2012-11-11 11:10:00","Sunday Alive","","","N"
530,"2012-11-11 11:00:00","2012-11-11 12:00:00","Pancake Brunch","","","N"
531,"2012-11-11 17:30:00","2012-11-11 18:30:00","\"Faith & Materialism\"","","Y","N"
532,"2012-11-18 10:00:00","2012-11-18 11:00:00","24th Sunday of Pentecost","","","N"
533,"2012-11-18 10:00:00","2012-11-18 11:00:00","Youth Service","","","N"
534,"2012-11-18 10:10:00","2012-11-18 11:10:00","Sunday Alive","","","N"
535,"2012-11-18 13:00:00","2012-11-18 16:00:00","Outside Group","","","N"
536,"2012-11-25 10:00:00","2012-11-25 11:00:00","Christ the King Sunday","","","N"
537,"2012-11-25 10:10:00","2012-11-25 11:10:00","Sunday Alive","","","N"
538,"2012-11-25 10:00:00","2012-11-25 11:00:00","Communion Worship","","","N"
539,"2012-11-25 18:00:00","2012-11-25 19:00:00","Bowling","","","N"
540,"2012-11-05 19:00:00","2012-11-05 20:00:00","Boy Scouts","","","N"
541,"2012-11-12 19:00:00","2012-11-12 20:00:00","Boy Scouts","","","N"
542,"2012-11-12 19:00:00","2012-11-12 20:00:00","Church Council","","","N"
543,"2012-11-19 19:00:00","2012-11-19 20:00:00","Boy Scouts","","","N"
544,"2012-11-26 19:00:00","2012-11-26 20:00:00","Boy Scouts","","","N"
545,"2012-11-13 09:00:00","2012-11-13 12:00:00","Quilting Day","","","N"
546,"2012-11-27 09:00:00","2012-11-27 12:00:00","Quilting Day","","","N"
547,"2012-11-07 18:30:00","2012-11-07 19:30:00","Rock Club","","","N"
548,"2012-11-07 20:00:00","2012-11-07 21:00:00","AA Meeting","","","N"
549,"2012-11-14 20:00:00","2012-11-14 21:00:00","AA Meeting","","","N"
550,"2012-11-21 19:00:00","2012-11-21 20:00:00","Thanksgiving Eve Service","","Y","N"
551,"2012-11-21 20:00:00","2012-11-21 21:00:00","AA Meeting","","","N"
552,"2012-11-28 20:00:00","2012-11-28 21:00:00","AA Meeting","","","N"
553,"2012-11-01 10:00:00","2012-11-01 11:00:00","WELCA","","","N"
554,"2012-11-01 18:45:00","2012-11-01 19:45:00","Bell Ringers","","","N"
555,"2012-11-01 18:30:00","2012-11-01 19:30:00","TOPS","","","N"
556,"2012-11-01 19:30:00","2012-11-01 20:30:00","Chancel Choir","","","N"
557,"2012-11-08 18:45:00","2012-11-08 19:45:00","Bell Ringers","","","N"
558,"2012-11-08 19:30:00","2012-11-08 20:30:00","Chancel Choir","","","N"
559,"2012-11-08 18:30:00","2012-11-08 19:30:00","TOPS","","","N"
560,"2012-11-15 18:45:00","2012-11-15 19:45:00","Bell Ringers","","","N"
561,"2012-11-15 19:30:00","2012-11-15 20:30:00","Chancel Choir","","","N"
562,"2012-11-15 18:30:00","2012-11-15 19:30:00","TOPS","","","N"
563,"2012-11-22 10:00:00","2012-11-22 11:00:00","Thanksgiving","","Y","N"
564,"2012-11-29 18:45:00","2012-11-29 19:45:00","Bell Ringers","","","N"
565,"2012-11-29 19:30:00","2012-11-29 20:30:00","Chancel Choir","","","N"
566,"2012-11-29 18:30:00","2012-11-29 19:30:00","TOPS","","","N"
567,"2012-11-16 19:00:00","2012-11-16 21:00:00","Movie Night","","Y","N"
568,"2012-11-03 13:00:00","2012-11-03 14:00:00","Rock Club","","","N"
569,"2012-11-03 20:00:00","2012-11-03 21:00:00","AA Meeting","","","N"
570,"2012-11-10 10:30:00","2012-11-10 12:00:00","7th & 8th Confirmation","","","N"
571,"2012-11-10 13:00:00","2012-11-10 15:00:00","Special Adults Class - SCSA","","","N"
572,"2012-11-10 20:00:00","2012-11-10 21:00:00","AA Meeting","","","N"
573,"2012-11-17 11:00:00","2012-11-17 16:00:00","Outside Group","","","N"
574,"2012-11-17 20:00:00","2012-11-17 21:00:00","AA Meeting","","","N"
575,"2012-11-24 10:30:00","2012-11-24 12:00:00","7th & 8th Confirmation","","","N"
576,"2012-11-24 13:00:00","2012-11-24 15:00:00","SCSA","","","N"
577,"2012-11-24 20:00:00","2012-11-24 21:00:00","AA Meeting","","","N"
578,"2012-12-02 10:00:00","2012-12-02 11:00:00","1st Sunday of Advent","","","N"
579,"2012-12-02 10:00:00","2012-12-02 11:00:00","Communion Service","","","N"
580,"2012-12-09 10:00:00","2012-12-09 11:00:00","2nd Sunday of Advent","","","N"
581,"2012-12-09 10:00:00","2012-12-09 11:00:00","Communion Service","","","N"
582,"2012-12-09 10:00:00","2012-12-09 11:00:00","Noisy Offering","","","N"
583,"2012-12-16 10:00:00","2012-12-16 11:00:00","3rd Sunday of Advent","","","N"
584,"2012-12-16 10:00:00","2012-12-16 11:00:00","Service of Lessons and Carols","<p>The Chancel Choir will help inspire our Christmas preparations with this service filled with beautiful anthems, familiar carols, and Scripture readings. It is a service that tells the story of Christmas through both word and song. Invite your family and friends to join us for this meaningful service at our regular worship time, 10:00am</p>","Y","N"
585,"2012-12-16 10:10:00","2012-12-16 11:10:00","Sunday Alive","","","N"
586,"2012-12-16 10:00:00","2012-12-16 11:00:00","No Discussion Group","","","N"
587,"2012-12-16 10:00:00","2012-12-16 11:00:00","Poinsettia Deadline","","","N"
588,"2012-12-23 10:00:00","2012-12-23 11:00:00","4th Sunday of Advent","","","N"
589,"2012-12-23 10:00:00","2012-12-23 11:00:00","Sunday School Christmas Program","<p>&ldquo;The Wisdom of the Pine&rdquo;</p>
<p>The children of the church will be sharing the Christmas message at this service at 10:00am. In their own unique way the Christmas story will be told. Again, invite family and friends to come and share in this program. Watch for a rehearsal schedule to be announced.</p>","Y","N"
590,"2012-12-30 10:00:00","2012-12-30 11:00:00","1st Sunday of Christmas","","","N"
591,"2012-12-30 10:00:00","2012-12-30 11:00:00","Worship Service","","","N"
592,"2012-12-03 19:00:00","2012-12-03 20:00:00","Boy Scouts","","","N"
593,"2012-12-10 18:30:00","2012-12-10 19:30:00","Church Council","","","N"
